,txt,txt_en,is_seed,is_meta
3351,Faktojen kieltäminen/huomiotta jättäminen/sivuuttaminen eduskuntatyössä tulee kriminalisoida.,Denying/ignoring/ignoring facts in parliamentary work should be criminalized.,0,0
3352,Suomen verotus on jo tapissa ja kulutus kärsii nyt kun veroja nostetaan. Suomi ei nouse veroja nostamalla vaan laskemalla. Tajutkaa nyt!,"Taxation in Finland is already in decline and consumption is suffering now that taxes are being raised. Finland does not rise by raising taxes, but by lowering them. Realize now!",0,0
3353,"Perintövero,lahjavero,autovero pois. Yritysveroa alemmaksi.Näin on Ruotsissa, siel pysyy rikkaat ihmiset ja sin yritykset uskaltaa sijoittaa","Inheritance tax, gift tax, car tax removed. Lower corporate tax. This is how it is in Sweden, rich people stay there and companies dare to invest there",0,0
3354,Ulkoparlamentaarisen AY-liikkeen järjestämät poliittiset lakot tulee kieltää.,Political strikes organized by the extra-parliamentary AY movement should be banned.,0,0
3355,"Maataloutta tulee tukea, koska oma elintarviketuotanto on keskeinen osa Suomen huoltovarmuutta.",Agriculture must be supported because own food production is a key part of Finland's security of supply.,0,0
3356,Yhteiskuntaoppi tulisi palauttaa uudistettuna opetusohjelmaan.,Social studies should be returned to the curriculum in a reformed form.,0,0
3357,"Kotouttava maahanmuutto pitäisi perustua palkitsevaan järjestelmään, jossa suorittetujen asioiden myötä saa enemmän oikeuksia","Integrative immigration should be based on a rewarding system, where you get more rights with things done",0,0
3358,Polttoaine liankälistä elin tarvikkeet lääkkeet liian kaliita ja asuminen ku on pieni eläké,"Fuel is dirty, food, medicines are too expensive and housing is a small pension",0,0
3359,Valtion omistamien yrityksien johtajien palkkoja/palkkioita tulisi pienentää.,The salaries/remunerations of directors of state-owned companies should be reduced.,0,0
3360,"Yksityiset sosiaali -ja terveyspalvelut pitää valtiollistaa kokonaan, koska ei riitä henkilökuntaa julkiselle puolelle ja se on tosi kallis.","Private social and health services must be nationalized completely, because there are not enough staff for the public sector and it is really expensive.",0,0
3361,Suuryritysten verotusta on kiristettävä huomattavasti.,Taxation of large companies must be considerably tightened.,0,0
3362,"Susien metsästys on sallittava ja siitä on maksettava tapporahaa, koska haittaa ja tuhoaa maaseudulla asuvien toimeentuloa.","Wolf hunting must be allowed and a kill fee must be paid for it, because it harms and destroys the livelihood of those living in the countryside.",0,0
3363,"Puolustusvoimien tulisi olla kykenevä puolustamaan itärajan lisäksi muitakin rajoja yhtä tehokkaasti, varmuuden vuoksi.","The defense forces should be able to defend not only the eastern border but also other borders as effectively, just to be sure.",0,0
3364,Ajokortin ehdoksi lukutaito,Reading is a condition for a driver's license,0,0
3365,Suomeen pitää rakentaa kattava maakuntahallinto muiden kehittyneiden teollisuusmaiden tapaan.,Finland needs to build a comprehensive provincial administration like other developed industrialized countries.,0,0
3366,"Hyvä kannanotto ei kerro, että kyseessä on ainoa totuus.",A good position does not mean that it is the only truth.,0,0
3367,Tänne tulleet turvapaikanhakijat ovat itse rasisteja,The asylum seekers who came here are themselves racists,0,0
3368,"Käteinen raha tärkeä huoltovarmuuselementti, mahdollistaen luotettavan maksuvälineen myös poikkeusoloissa joissa sähköiset välineet ei toimi","Cash is an important security element, enabling a reliable means of payment even in exceptional circumstances where electronic means do not work",0,0
3369,Osa kysymyksistä ei ole poliittisia mielipiteitä vaan valheita vastoin tieteellistä tietoa. On loukkaavaa kysyä näistä mielipidettä,Some of the questions are not political opinions but lies contrary to scientific information. It's insulting to ask for their opinion,0,0
3370,"Näiden ""kannanottojen"" kirjoittajat eivät ymmärrä miten kysymyksiä luodaan.","The authors of these ""opinions"" do not understand how questions are created.",0,0
3371,Suomeen tulee rakentaa pienydinvoimaloita.,Small nuclear power plants must be built in Finland.,0,0
3372,"Se että yhteiskunta rakennetaan sellaiseksi, etteivät ihmiset tarvitse autoja. Kun katsoo Suomen karttaa, niin taitaa olla aika utopiaa.","The fact that society is built in such a way that people don't need cars. When you look at the map of Finland, it seems to be quite a utopia.",0,0
3373,"Suomi on iso maa, jossa isot välimatkat. Polttoaineiden korkea hinta vaikuttaa kaikkeen, ei pelkästään yksityisautoiluun.","Finland is a big country with big distances. The high price of fuel affects everything, not just private driving.",0,0
3374,Luontovahinkojen tuottamisesta on säädettävä suuremmat korvaukset (esim.rakentaminen) tai rangaistukset (esim. salahakkuut tai -metsästys).,Larger compensations (e.g. construction) or punishments (e.g. clandestine logging or hunting) must be provided for causing natural damage.,0,0
3375,Rasismiin on puututtava.,Racism must be addressed.,0,0
3376,Peruselintarvikkeiden hintaa pitäisi saada alaspäin. Hinnat karanneet käsistä.,The price of basic foodstuffs should be brought down. Prices are out of control.,0,0
3377,Kaupunkirakentamisessa on suojeltava olemassaolevia kaupunkipuita ja puistoja.,Existing urban trees and parks must be protected in urban construction.,0,0
3378,"Suomen kaivoslainsäädäntöä on uudistettava pikaisesti siten, että se minimoi luontohaitat ja maksimoi kotimaisen ansainnan.",Finland's mining legislation must be urgently reformed in such a way that it minimizes harm to nature and maximizes domestic earnings.,0,0
3379,"On edistettävä sellaisia ratkaisuja, joilla koteja voidaan kesäisin viilentää ympäristöystävällisesti.",We must promote solutions that can cool homes in an environmentally friendly way in the summer.,0,0
3380,Suomen pitäisi erota WHO:sta ja tehdä omat päätöksensä itsenäisesti.,Finland should leave the WHO and make its own decisions independently.,0,0
3381,Toimittajien äänestyskäyttäytyminen on heidän yksityinen asiansa.,Journalists' voting behavior is their private matter.,0,0
3382,"Nuorten huono mielenterveys on iso riski, joka ei luultavammin parane, kun lähtee työelämään mukaan. Tukea tarvitsevat.","The poor mental health of young people is a big risk, which probably won't improve when they enter working life. They need support.",0,0
3383,Suomen oikeusjärjestelmä ei toimi riittävän hyvin: oikeutta saa hitaasti ja häviämisen kustannukset ovat monelle liian suuret.,The Finnish legal system does not work well enough: justice is obtained slowly and the costs of losing are too great for many.,0,0
3384,"Suomella on mahdollisuus olla diplomaattinen voimatekijä globaalissa etelässä, koska siltä puuttuu kolonialismin taakka",Finland has the opportunity to be a diplomatic force in the global south because it lacks the burden of colonialism,0,0
3385,Eläinten oikeuksia on parannettava Suomessa.,Animal rights must be improved in Finland.,0,0
3386,Ihmisen sukupuoli ja seksuaalinen suuntautuminen on yksityisasia. Muilla ei ole oikeutta sen tuomitsemiseen.,A person's gender and sexual orientation is a private matter. Others have no right to judge it.,0,0
3387,Työttömyysturvaa ja yhteiskunnan tukia pitäisi voida maksaa henkilölle joka ryhtyy rakentamaan omaa yritystä.,Unemployment insurance and social support should be paid to a person who sets out to build his own business.,0,0
3388,Korkea koulutus lisää hyvinvointia,Higher education increases well-being,0,0
3389,Itsenäinen tuo esiin eri näkökulmia ja kokemuksia,Being independent brings out different perspectives and experiences,0,0
3390,"Läheisen menehdyttyä yhteiskunnan tulisi määrätä palkallinen suremisloma, ei sairauslomaa masennuksen tms. johdosta.","After the death of a loved one, society should prescribe paid bereavement leave, not sick leave for depression, etc. due to.",0,0
3391,Yksinäisyys on Suomessa yleinen uurisyy moneen ongelmaan.,Loneliness is a common root cause of many problems in Finland.,0,0
3392,Rasismi on biologista.,Racism is biological.,0,0
3393,"Ihmisten tulisi voida korvamerkitä osa veroistaan haluamaansa kohteeseen. Esim. Infra, terveydenhuolto ja koulutus pakollista verotusta.","People should be able to earmark part of their taxes to the destination they want. E.g. Infra, healthcare and education mandatory taxation.",0,0
3394,"Ilman käsitettä ""rotu"" ei ole rasismia.","Without the concept of ""race"" there is no racism.",0,0
3395,Lasten ja nuorten hyvinvoinnin tukemiseksi tulisi kouluihin lisätä kuraattoreita ja terveydenhoitajia.,"In order to support the well-being of children and young people, more curators and health nurses should be added to schools.",0,0
3396,Rotu ohjaa ihmisten joukkoontumista enemmän kuin heimo.,Race drives people's grouping more than tribe.,0,0
3397,Ekologinen tulevaisuus ei voi perustua ympäristölle haitallisten akkujen varaan.,An ecological future cannot be based on batteries that are harmful to the environment.,0,0
3398,"Kuinka paljon näitä on, en jaksa, olen vanha.","How many of these are there, I can't handle it, I'm old.",0,0
3399,"Autoteollisuus on velvoitettava tuottamaan äärimmäisen energiatehokkaita sähköajoneuvoja, niin akkumineraalikaivosten tarve vähenee.","The automotive industry must be obliged to produce extremely energy-efficient electric vehicles, then the need for battery mineral mines will decrease.",0,0
3400,"Sähköautojen akkutuotanto aiheuttaa kohtuuttomasti ympäristöhaittoja kaivostoimintana maailmassa, niin ei pitäisi suosia vain sähköautoja.","Battery production for electric cars causes unreasonable environmental damage as a mining activity in the world, so we should not prefer only electric cars.",0,0
3401,Oppivelvollisuus nostettava 20v ikään,Compulsory education to be raised to 20 years of age,0,0
3402,AKT:n tukilakkooikeutta on rajoitettava kansantalouden vuoksi,ACP's right to subsidize strikes must be limited for the sake of the national economy,0,0
3403,"Suomen ei pidä olla EU:n mallikansalainen, vaan ajaa kansalaistensa etua","Finland should not be a model citizen of the EU, but pursue the interests of its citizens",0,0
3404,Poliitikkojen palkkoja on alennettava yleisesti  ja vielä enemmän silloin kun taloustilanne vaatii - heidän tulee olla esimerkillisiä.,Politicians' salaries must be reduced in general and even more when the economic situation demands it - they must be exemplary.,0,0
3405,"Vaaleissa nuoren äänellä tulisi olla enemmän painoa kuin ikääntyneen, koska päätökset vaikuttavat nuoren elämään kauaskantoisemmin.","In elections, the voice of a young person should have more weight than that of an elderly person, because the decisions affect a young person's life more far-reaching.",0,0
3406,itsenäinen ajattelu,independent thinking,0,0
3407,Eiköhän nämä luonnon ja eläinten tuhoajat ole jo saaneet tarpeeksi nyt maksun aika elleivät osaa uudistua. Ei todellakaan tukia,"Haven't these destroyers of nature and animals already had enough, now it's time to pay if they don't know how to reform. No support at all",0,0
3408,Syntyessään saa sukupuolen kuka sitä vastaan toimii on rikollinen ja tulee omilla varoilla korjata asia. Lapset ei kypsiä päättämään mistään,"When you are born, you get a gender, whoever acts against it is a criminal and must use his own resources to correct the matter. Children are not mature enough to decide anything",0,0
3409,"Käynnykät kännykkäparkkiin, jotta koulumatkoilla tai tarvittaessa kesken koulupäivän voi saada yhteyden esim. kotiin.","Visits to the mobile phone park, so that you can connect to e.g. home on school trips or if necessary in the middle of the school day.",0,0
3410,Nuoria pitäisi kannustaa kävelemään ja pyöräilemään.,Young people should be encouraged to walk and cycle.,0,0
3411,Oikeat ihmiset päätöksien taakse- ei tekoälyä!,Real people behind the decisions - no artificial intelligence!,0,0
3412,Vihervasemmiston on annettava hallitukselle työrauha. Median yksipuolinen kirjoittelu myös loputtava.,The Green Left must give the government peace of mind. The media's one-sided writing must also end.,0,0
3413,Valtion roolia suomalaisessa yhteiskunnassa tulisi pienentää?,Should the state's role in Finnish society be reduced?,0,0
3414,Väsyneitä ja sairaita ihmisiä pitäisi kohdata myötätuntoisemmin.,Tired and sick people should be met with more compassion.,0,0
3415,vastakkainasettelu rikkoo yhteiskuntaa sisältäpäin ja aiheuttaa ääriliikkeiden vallan kasvamista,confrontation breaks society from within and causes the power of extremists to grow,0,0
3416,Nyky-yhteiskunta on liian kiireinen ja vaativa.,Today's society is too busy and demanding.,0,0
3417,Eri mieltä,At variance,0,0
3418,"Junat kulkevat Suomessa jo riittävällä nopeudella, nopeuksien nostaminen on kallista ja hyödytöntä.","Trains in Finland already run at a sufficient speed, increasing speeds is expensive and useless.",0,0
3419,"Keskituloisen ostovoima on laskenut liikaa. Palkkojen pitäisi nousta niin, että työntekijälle jäisi muutakin kun tekemisen ilo",The purchasing power of middle-income people has decreased too much. Wages should rise so that the employee would have more than just the joy of doing things,0,0
3420,"Nykyinen hallitus tekee työtä suomen ja suomalaisuuden eteen, rasismi kukoistaa sitä vastustavien joukossa.","The current government works for Finland and Finnishness, racism flourishes among those who oppose it.",0,0
3421,Junien nopeuksia Suomessa ei pidä enää nostaa,Train speeds in Finland should no longer be increased,0,0
3422,Päiväkotiryhmiä on pienennettävä,Kindergarten groups must be reduced,0,0
3423,Maahanmuuttajien rikoksiin lisättävä karkoitus omaan maahan,Deportation to one's own country to be added to immigrants' crimes,0,0
3424,Lasten mielenterveyttä pitää seurata jo varhaiskasvatuksessa,Children's mental health must be monitored already in early childhood education,0,0
3425,Junamatkan viehätys ei ole suuressa matkanopeudessa.,The charm of train travel is not in the high travel speed.,0,0
3426,Työhyvinvointiin on panostettava rahallisesti,You have to invest financially in well-being at work,0,0
3427,Lähihoitajat ansaitsevat enemmän palkkaa,Caregivers earn more,0,0
3428,"Vanhoihin autoihin valmistettaessa sidottu energia ja luonnonvarat pitää käyttää tarkkaan ennen kierrättämistä, eli pidetään autot kunnossa","The energy and natural resources tied up in the manufacture of old cars must be used carefully before recycling, i.e. keep the cars in good condition",0,0
3429,Sopimuspalokuntatoiminnan vaatimuksia on kevennettävä kansantaloudellisin perustein,The requirements of contract fire brigade operations must be eased on national economic grounds,0,0
3430,Uskonnon vapaus on säilytettävä,Freedom of religion must be preserved,0,0
3431,Katujengien toimintaan on puututtava voimakkaasti,The activities of street gangs must be dealt with strongly,0,0
3432,Elokapina on todettava terroristiseksi järjestöksi ja lopetettava,The Elo Rebellion must be declared a terrorist organization and put an end to it,0,0
3433,"Autoteollisuutta on vaadittava tuottamaan energiatehokkaita ja silti edullisia sähköajoneuvoja, jotta akkumineraalikaivosten tarve vähenee.","The car industry must be required to produce energy-efficient and yet affordable electric vehicles, so that the need for battery mineral mines decreases.",0,0
3434,Ruoka on yhä liian halpaa.,Food is still too cheap.,0,0
3435,Suomessa pitäisi päättäjien ja kansan enemmän turvautua rukoukseen ja Jumalaan,"In Finland, the decision-makers and the people should rely more on prayer and God",0,0
3436,"Kaikkien juhlapyhien tulisi olla ei-kirkollisia, vaikka se tarkoittaisi vapaapäivien vähenemistä.","All public holidays should be non-religious, even if it means fewer days off.",0,0
3437,Suomen sananvapautta ei pitäisi rajoittaa häpäisemällä tiettyjen sanojen käyttäjiä mediassa.,Finland's freedom of speech should not be restricted by defaming users of certain words in the media.,0,0
3438,Asevelvollisuudesta tulee luopua.,Conscription must be waived.,0,0
3439,"Yksilö voi vaikuttaa omaan varallisuuteensa valintojensa kautta, lähtökohdista riippumatta.","An individual can influence his own wealth through his choices, regardless of starting point.",0,0
3440,Elintasopakolaisten elättäminen lopetettava,Living standards for refugees must be stopped,0,0
3441,Turve pitää palauttaa energia palettiin.,Peat must return energy to the palette.,0,0
3442,"Palkkojen ei tarvitse nousta kenelläkään, mutta verotusta ja veroluonteisia maksua pitää alentaa.","No one's wages need to rise, but taxation and tax-related payments must be reduced.",0,0
3443,Täysin terveet pitkäaikaistyöttömät vastkkeellisiin töihin saadakseen esim. asumis- ja toimeentulotukea.,Completely healthy long-term unemployed people for unpaid work in order to receive e.g. housing and income support.,0,0
3444,Julkisten teiden tietullit tulisi sallia ja kerätyt rahat käyttää teiden kunnossapitoon ja julkiseen liikenteeseen esim 50%/50% suhteessa.,"Public road tolls should be allowed and the money collected should be used for road maintenance and public transport, e.g. in a 50%/50% ratio.",0,0
3445,Suomen pitäisi painottaa enemmän omavaraisuuteen,Finland should put more emphasis on self-sufficiency,0,0
3446,Joka kuntaan pitäisi saada oma poliisilaitos,Every municipality should have its own police department,0,0
3447,"Normaalituloisten verotusta olisi vähennettävä, jotta jäis käteenkin jotain.",Taxation of people with normal incomes should be reduced in order to have something in hand.,0,0
3448,Asuminen/eläminen on liian kallista tänä päivänä,Housing/living is too expensive these days,0,0
3449,Maataloutta ja omavaraisuutta olisi tuettava enemmän,Agriculture and self-sufficiency should be supported more,0,0
3450,Suomen kansalaisten halu kuulua natoon pitäisi päättää virallisella äänestyksellä.,The desire of Finnish citizens to join NATO should be decided by an official vote.,0,0
3451,"Kansanedustaja ei saa koskaan omaa yksittäistä asiaansa läpi, jos asia eroaa jollakin tavalla puoluekurista",A member of parliament will never get his or her individual matter through if the matter differs in any way from party discipline,0,0
3452,"Olemme ""parisuhteessa"" somen kanssa","We are ""in a relationship"" with social media",0,0
3453,Joutsenia tulisi saada metsästää,Swans should be allowed to be hunted,0,0
3454,Sitra ja Suomi voisivat olla edelläkävijöitä ilmastonmuutoshuuhaan paljastamisessa. CO2 on elämän lähde.,Sitra and Finland could be pioneers in disclosing the climate change rumor. CO2 is the source of life.,0,0
3455,Ilmastonmuutokseen perustuvat kauhukuvat ovat nakertaneet toivoa tulevaisuudesta.,Horror films based on climate change have sapped hope for the future.,0,0
3456,"Eriytetty verokanta oli virhe(Ansiotuloveron progressio on hurja, mutta pääomaverotuksen maksimi 30%).","The differentiated tax rate was a mistake (the progression of earned income tax is wild, but the maximum of capital taxation is 30%).",0,0
3457,Luostarilaitokset tulisi sallia luterilaisen uskon sisällä.,Monastic institutions should be allowed within the Lutheran faith.,0,0
3458,Pitäisikö Suomessa ottaa uudelleen käyttöön määräenemmistösäädökset joissakin eduskunnan lakipäätöksissä?,Should qualified majority regulations be re-introduced in some legislative decisions of the parliament in Finland?,0,0
3459,Mielenterveyspalveluista leikkaaminen kostautuu suurempina kuluina tulevaisuudessa,Cutting mental health services will result in higher costs in the future,0,0
3460,Lentoliikenteen tukeminen tulee lopettaa. Saastuttaja maksaa.,Subsidizing air traffic should be stopped. The polluter pays.,0,0
3461,Suomessa voi olla vain joko 100% työkykyinen tai työkyvytön. Osatyökykyiset on saatava työelämään mukaan. Osa-aikatyötä on tuettava.,"In Finland, you can only be either 100% able to work or unable to work. The partially abled must be included in working life. Part-time work must be supported.",0,0
3462,"Kapitalismi on tuhoisa talousjärjestelmä, josta tulee päästä eroon.",Capitalism is a destructive economic system that must be gotten rid of.,0,0
3463,Tä?,Huh?,0,0
3464,Sitran voi lopettaa hyödyttömänä suojatyöpaikkana.,Sitra can be terminated as a useless shelter job.,0,0
3465,Leikkauksia tulisi tehdä myös eduskunnan jäsenten palkkioihin,Cuts should also be made to the remuneration of members of parliament,0,0
3466,Turhasta loukkaantuminen olympialajiksi niin voitto on meidän...,"From being injured to an Olympic sport, victory is ours...",0,0
3467,Kyllä. Olen vielä niin hölmö että viitsin käydä töissä että saan palkkaa... Tästä kyllä seuraa myös se että tulenparemmin toimeen...,Yes. I'm still so stupid that I want to go to work to get paid... This also means that I get along better...,0,0
3468,Nimenomaan Työvoiman saamiseen pitää panostaa. Emme tarvitse yhtään lisää vapaamatkustajia.,"In particular, you have to invest in getting a workforce. We don't need any more free passengers.",0,0
3469,Asumistuki on lopetettava.,The housing allowance must be stopped.,0,0
3470,Maanviljelijöille on annettava enemmän tukea arvokkaasta työstä,Farmers must be given more support for valuable work,0,0
3471,"Yliopistojen ""woke""-henki estää kysymästä ja kyseenalaistamasta woke-käsitystä maailmasta. Tieteen pitäisi olla kriittistä kaikkea kohtaan.","The ""woke"" spirit of universities prevents asking questions and questioning the woke perception of the world. Science should be critical of everything.",0,0
3472,Ekaluokasta tulisi olla pieniä ja yhden opettajan opettamia,First grade should be small and taught by one teacher,0,0
3473,Köyhyys on sitä että lähes kaiken aikaa täytyy ajatella rahaa jota ei ole ja kieltäytyä mm.sosiaalisista tilanteista rahan puutteen takia.,Poverty is that almost all the time you have to think about money that you don't have and refuse e.g. social situations because of the lack of money.,0,0
3474,Turve uusiutuvaksi polttoaineeksi,Peat as a renewable fuel,0,0
3475,Suomessa ikärasismi on ainoa hyvin näkyvä rasismin muoto.,"In Finland, ageism is the only highly visible form of racism.",0,0
3476,Kelan tuet vastikkeellisiksi täysin terveille hakijoille.,Kela's subsidies are paid for completely healthy applicants.,0,0
3477,Suomeen ei pitäisi ottaa lainkaan pakolaisia,No refugees should be accepted in Finland at all,0,0
3478,AY-liike ajaa vain harvojen jäsentensä etuja,The AY movement only pursues the interests of a few of its members,0,0
3479,Ansiosidonnaista päivärahaa tai  -aikaa ei saa leikata tai lyhentää. Vain työssäoloehdon täyttävät saavat ansiosidonnaista päivärahaa.,Earnings-related daily allowance or time may not be cut or shortened. Only those who meet the working condition receive earnings-related daily allowance.,0,0
3480,Narkit vois kuolla kaikki,Narcs can all die,0,0
3481,Hyvinvointialueita olisi vain 5 yliopistosairaaloiden mukaisesti.,There would only be 5 welfare areas in accordance with university hospitals.,0,0
3482,Yliopistojen lukukaudet voisivat olla nykyistä pidempiä.,University semesters could be longer than at present.,0,0
3483,Jokaisen tulisi ansaita oma eläkkeensä ja pystyä vaikuttamaan niiden sijoittamiskohteista. Eläkejärjestelmä tulisi uusia,Everyone should earn their own pension and be able to influence where it is invested. The pension system should be renewed,0,0
3484,"Pitkän työuran tehneellä oikeus eläkkeeseen ja nuorilla päästä työhön,mitä ei nyt tapahdu !!!","Those who have had a long working career have the right to a pension and young people have the right to work, which is not happening now!!!",0,0
3485,"Englanninkielinen palvelu terveydenhoitoon mahdolliseksi, jotta työntekijöitä saataisiin nopeammin lisää ulkomailta",An English-language service for health care made possible in order to get more workers from abroad more quickly,0,0
3486,Suomi suomiksi,Finland to Finland,0,0
3487,"Jos viihdyt työssäsi ja teet sitä kiinnostuksesta ja innosta siihen, ei lisänne. Jos et, vaan työ on elanto, hyvinvointi lisääntynee.","If you enjoy your work and do it out of interest and enthusiasm, no extras. If you don't, but work is a living, well-being will increase.",0,0
3488,Ihmiset pitäisi saada enemmän kohtaamaan toisiaan kasvotusten. Somen käyttöön olisi hyvä puuttua. Samoin kännykät pois kouluista.,People should be made to face each other more. It would be good to intervene in the use of Some. Also mobile phones out of schools.,0,0
3489,Vihreät on terroristi järjestö joka kuuluu lopettaa,The Greens are a terrorist organization that should be stopped,0,0
3490,Suomessa pitäisi olla tasa-arvoisemmat palkat esim: päättäjien paikoista hieman pois ja hoitajille lisää.,"There should be more equal salaries in Finland, e.g. a little less for decision-makers and more for caregivers.",0,0
3491,Naiset pois armeijasta.,Women out of the military.,0,0
3492,Koronatartuntoja pitäisi ehkäistä ilmahygienialla,Corona infections should be prevented with air hygiene,0,0
3493,"Kaikille lajeille, myös susille ja merimetsoille pitää olla tilaa elää Suomessa.","There must be room for all species, including wolves and cormorants, to live in Finland.",0,0
3494,EU:lla on liian paljon valtaa suomalaisten asioihin.,The EU has too much power over Finns' affairs.,0,0
3495,"Olisi hienoa, jos EU:sta tulisi jonain päivänä liittovaltio.",It would be great if the EU became a federal state one day.,0,0
3496,"Valtamedia ottaa asioihin liikaa kantaa ja on tiettyä mieltä. Ihmisten pitäisi saada tietoa, josta he muodostavat itse mielipiteensä.",Valtamedia takes too many positions on things and has a certain opinion. People should get information from which they can form their own opinion.,0,0
3497,Korona-aikana rokottamattomista kirjoitettiin härskisti mediassa ja he saattoivat kokea syrjintää.,"During the Corona period, unvaccinated people were written harshly in the media and they could experience discrimination.",0,0
3498,Meditaatio kouluihin,Meditation for schools,0,0
3499,"Opintotukeen liittyviä tulorajoja voisi nostaa huomattavasti. Etenkin kun suunta on se, että itse täytyy tienata.",Income limits related to study support could be raised considerably. Especially when the direction is that you have to make money yourself.,0,0
3500,Äärioikeiston muodostamaa uhkaa Suomessa ei ole otettu tarpeeksi vakavasti.,The threat posed by the extreme right in Finland has not been taken seriously enough.,0,0
3501,Suomen pitää päästä eroon arabien tai Venäläisten energiasta ja siirtyä puhtaaseen kotimaiseen energiaan mahdollisimman nopeasti.,Finland needs to get rid of Arab or Russian energy and switch to clean domestic energy as quickly as possible.,0,0
3502,"Bensan ja dieselin lisäksi huoltoasemilla pitäisi myydä myös biokaasua ja alkoholi polttoainetta, jotta kaikki vaihtoehdot saadaan käyttöön.","In addition to gasoline and diesel, gas stations should also sell biogas and alcohol fuel, so that all alternatives can be used.",0,0
3503,"Ihmiset haluavat ulkopuolisia asioita sen sijaan, että etsisivät elämäänsä oikeasti henkilökohtaista sisältöä.",People want external things instead of looking for real personal content in their lives.,0,0
3504,Autoliikennettä on vähennettävä ilmaston takia. Jokin haja-asutusalueille suunnattu tuki olisi veroalea parempi konsti.,Car traffic must be reduced because of the climate. Some kind of support for sparsely populated areas would be a better idea than the tax system.,0,0
3505,"Tulisi tehdä riippumaton selvitys korona-ajan viranomaisten laiminlyönneistä, jonka perusteella eri tahot joutuvat vastuuseen.","There should be an independent investigation into the negligence of the authorities during the corona period, on the basis of which various parties will be held accountable.",0,0
3506,"Puistoja, uimarantoja ja viheralueita pitää jättää myös häveliäimpien naturistien käyttöön. Luonto ja eläimet tarvitsee omat paikkansa.","Parks, swimming beaches and green areas must be left to the use of even the most shy naturists. Nature and animals need their own places.",0,0
3507,"On muutettava, muttei heikoimpia ja pienipalkkaista nuijimalla.","Change must be made, but not by hammering the weakest and low-paid.",0,0
3508,Kansalaispalkka pitää vain olla perustulo heikoimmille ja vähentyä tulojen kasvaessa. 3000 euroa ansaiseva tarvitsee lisätuloa enää vähän.,"The citizen's salary should only be the basic income for the weakest and decrease as income increases. Someone earning 3,000 euros needs little additional income.",0,0
3510,Kiina pystyy varastoimaan tietoja muiden maiden ihmisistä systeemin avulla,China is able to store information about people in other countries with the help of the system,0,0
3511,Suomen tulee antaa Ukrainalle enemmän tankkeja.,Finland should give Ukraine more tanks.,0,0
3512,Suomessa eläkeläisillä ja vanhuksilla on liikaa rahaa,"In Finland, pensioners and the elderly have too much money",0,0
3513,kaikkien mielipiteet pitää hyväksyä huolimatta puoluekannasta.,everyone's opinions must be accepted regardless of party affiliation.,0,0
3514,Suora demokratia Suomeen,Direct democracy to Finland,0,0
3515,"Autoilu on syrjäkylillä asuville nuorille tärkeä sosiaalinen tapa kavereitten kanssa, Autoilun hinta vaikuttaa nuorten syrjäytymiseen.",Driving is an important way for young people living in remote villages to socialize with their friends. The price of driving affects the marginalization of young people.,0,0
3516,E85 polttoaineen 80%pienemmät hiilidioksidi päästöt pitäisi näkyä litrahinnassa sekä käyttömaksuissa kuten esim. Ranskassa.,The 80% lower carbon dioxide emissions of E85 fuel should be reflected in the price per liter and in the usage fees such as e.g. in France.,0,0
3518,Järkeä verovarojen käyttöön.,Reasonable use of tax resources.,0,0
3519,Kela-korvaus ja vuokratyövoima pahentaa terveydenhuollon kriisiä ja niitä ei pitäisi olla/sallia.,Kela compensation and temporary labor worsen the health care crisis and they should not exist/be allowed.,0,0
3520,"Ei, ei ja ei. Ymmärtäisin jos maan kansalaisilla olisi sellainen, mutta ei. Ei tällaiseen hulluuteen ole varaa.","No, no and no. I would understand if the country's citizens had one, but no. We can't afford this kind of madness.",0,0
3521,"Opetusta kouluissa tulee muokata sellaiseksi, joka tukee paremmin poikien oppimista ja oppimiserojen kaventumista.",Teaching in schools should be modified to better support boys' learning and the narrowing of learning gaps.,0,0
3522,Jokaisen terveen ja työkykyisen tulisi tehdä töitä tai opiskella. Ideologisesti työttömiltä tulisi leikata yhteiskunnan tukia.,"Everyone who is healthy and able to work should work or study. Ideologically, social benefits should be cut from the unemployed.",0,0
3523,Olen huolestunut Suomen suunnasta se ei ole nyt hyvä,"I am worried about Finland's direction, it is not good now",0,0
3524,Aito sukupuolten tasa-arvo saavutetaan vain poistamalla kaikki kiintiöt ja sukupuolta koskevat valintakriteerit. Vain pätevyys ratkaisee.,Genuine gender equality will only be achieved by removing all quotas and gender-related selection criteria. Only qualification matters.,0,0
3525,Rakennusliikkeet toimivat kaupallisesti ja markkinoilta pitää saada rakentamisen kustannukset ja kohtuullinen kate.,Construction companies operate commercially and the construction costs and a reasonable margin must be obtained from the market.,0,0
3526,Liikunnan edistäminen on investointi,Promoting exercise is an investment,0,0
3527,Äänioikeuden ikäraja tulisi laskea 16 vuoteen nuorten poliittisen kiinnittymisen vahvistamiseksi.,The age limit for the right to vote should be lowered to 16 years to strengthen the political attachment of young people.,0,0
3528,Suomi on hyvä paikka asua,Finland is a good place to live,0,0
3529,Jokaisella on oikeus ihmisarvoiseen elämään.,Everyone has the right to a dignified life.,0,1
3530,Menestyminen on itsestä kiinni.,Success is up to you.,0,1
